Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_Range_USD,Trend_Score,Trend_Source,Notes,Min_Price,Max_Price,Price_Midpoint,Revenue_Per_Unit,Trend_Category
PROD-2025-0131,Wireless Baby Safety Gear Pacifier,Baby,Baby Safety Gear,35341,3251372,$84-$100,86.7,Instagram Shop Popular,Trending based on category growth and social media signals.,84,100,92,92,"""Medium Trend"""
PROD-2025-0132,Minimalist Eco-friendly Diapers Pacifier,Baby,Eco-friendly Diapers,72180,5124780,$28-$114,88.2,Google Trends Breakout,Trending based on category growth and social media signals.,28,114,71,71,"""Medium Trend"""
PROD-2025-0133,Sustainable Footwear Bag,Fashion,Footwear,75190,8082925,$100-$115,81.1,Instagram Shop Popular,Trending based on category growth and social media signals.,100,115,107.5,107.5,"""Medium Trend"""
PROD-2025-0134,Swift Pet Grooming Tools Carrier,Pet,Pet Grooming Tools,41391,3000847.5,$45-$100,70.1,Google Trends Breakout,Trending based on category growth and social media signals.,45,100,72.5,72.5,"""Low Trend"""
PROD-2025-0135,Organic Kitchen Gadgets Vacuum,Home & Garden,Kitchen Gadgets,355307,19719538.5,$49-$62,93.3,Google Trends Breakout,Trending based on category growth and social media signals.,49,62,55.5,55.5,"""High Trend"""
PROD-2025-0136,Pro Indoor Plants Accessories Planter,Home & Garden,Indoor Plants Accessories,74700,11354400,$125-$179,85.1,Amazon Best Sellers,Trending based on category growth and social media signals.,125,179,152,152,"""Medium Trend"""
PROD-2025-0137,Ultra Upcycled Fashion Composter,Eco-Friendly,Upcycled Fashion,417581,80593133,$143-$243,94.6,Google Trends Breakout,Trending based on category growth and social media signals.,143,243,193,193,"""High Trend"""
PROD-2025-0138,Nano Phone Accessories Speaker,Electronics,Phone Accessories,59288,3735144,$21-$105,85,Instagram Shop Popular,Trending based on category growth and social media signals.,21,105,63,63,"""Medium Trend"""
PROD-2025-0139,Sustainable Womenswear Sunglasses,Fashion,Womenswear,87866,13794962,$126-$188,82.2,Shopify Trending List,Trending based on category growth and social media signals.,126,188,157,157,"""Medium Trend"""
PROD-2025-0140,Swift Interactive Pet Toys Carrier,Pet,Interactive Pet Toys,472387,55977859.5,$98-$139,91.1,Shopify Trending List,Trending based on category growth and social media signals.,98,139,118.5,118.5,"""High Trend"""
PROD-2025-0141,Minimalist E-books Asset,Digital Goods,E-books,92778,7886130,$43-$127,76.8,Amazon Best Sellers,Trending based on category growth and social media signals.,43,127,85,85,"""Medium Trend"""
PROD-2025-0142,Swift Activewear Shorts,Fitness,Activewear,72087,5046090,$37-$103,89.9,Amazon Best Sellers,Trending based on category growth and social media signals.,37,103,70,70,"""Medium Trend"""
PROD-2025-0143,Minimalist Home Gym Equipment Shorts,Fitness,Home Gym Equipment,80512,9339392,$100-$132,76,Google Trends Breakout,Trending based on category growth and social media signals.,100,132,116,116,"""Medium Trend"""
PROD-2025-0144,Luxe Pet Grooming Tools Bowl,Pet,Pet Grooming Tools,73220,9994530,$120-$153,83.3,Instagram Shop Popular,Trending based on category growth and social media signals.,120,153,136.5,136.5,"""Medium Trend"""
PROD-2025-0145,Ultra Activewear Roller,Fitness,Activewear,350368,17868768,$38-$64,92.2,Amazon Best Sellers,Trending based on category growth and social media signals.,38,64,51,51,"""High Trend"""
PROD-2025-0146,Zen Smart Lighting Shelf,Home & Garden,Smart Lighting,58685,1965947.5,$24-$43,83.2,Google Trends Breakout,Trending based on category growth and social media signals.,24,43,33.5,33.5,"""Medium Trend"""
PROD-2025-0147,Swift Pet Grooming Tools Leash,Pet,Pet Grooming Tools,77305,5952485,$38-$116,77.8,Google Trends Breakout,Trending based on category growth and social media signals.,38,116,77,77,"""Medium Trend"""
PROD-2025-0148,Vital Phone Accessories Power Bank,Electronics,Phone Accessories,77120,6516640,$68-$101,84.5,Amazon Best Sellers,Trending based on category growth and social media signals.,68,101,84.5,84.5,"""Medium Trend"""
PROD-2025-0149,Zen Hair Care Tools Dryer,Beauty & Skincare,Hair Care Tools,11017,1459752.5,$92-$173,72.3,Instagram Shop Popular,Trending based on category growth and social media signals.,92,173,132.5,132.5,"""Low Trend"""
PROD-2025-0150,Pro Pet Apparel Carrier,Pet,Pet Apparel,471871,65354133.5,$126-$151,93.2,Amazon Best Sellers,Trending based on category growth and social media signals.,126,151,138.5,138.5,"""High Trend"""
PROD-2025-0151,Nano Yoga Gear Bench,Fitness,Yoga Gear,34022,5681674,$121-$213,76.6,Instagram Shop Popular,Trending based on category growth and social media signals.,121,213,167,167,"""Medium Trend"""
PROD-2025-0152,Pro E-books Course,Digital Goods,E-books,38460,3769080,$83-$113,80.7,Instagram Shop Popular,Trending based on category growth and social media signals.,83,113,98,98,"""Medium Trend"""
PROD-2025-0153,Portable Interactive Pet Toys Brush,Pet,Interactive Pet Toys,88167,12387463.5,$108-$173,86,Google Trends Breakout,Trending based on category growth and social media signals.,108,173,140.5,140.5,"""Medium Trend"""
PROD-2025-0154,Organic Portable Audio Adapter,Electronics,Portable Audio,53426,2751439,$31-$72,77.2,Google Trends Breakout,Trending based on category growth and social media signals.,31,72,51.5,51.5,"""Medium Trend"""
PROD-2025-0155,Wireless Home Office Decor Vacuum,Home & Garden,Home Office Decor,61633,6841263,$66-$156,80.6,Instagram Shop Popular,Trending based on category growth and social media signals.,66,156,111,111,"""Medium Trend"""
PROD-2025-0156,Luxe Menswear Jacket,Fashion,Menswear,24608,2350064,$65-$126,75.2,Amazon Best Sellers,Trending based on category growth and social media signals.,65,126,95.5,95.5,"""Medium Trend"""
PROD-2025-0157,Flex SaaS Subscriptions Tool,Digital Goods,SaaS Subscriptions,84832,7677296,$69-$112,85.7,Google Trends Breakout,Trending based on category growth and social media signals.,69,112,90.5,90.5,"""Medium Trend"""
PROD-2025-0158,Flex Menswear T-Shirt,Fashion,Menswear,64421,7891572.5,$83-$162,88.3,Amazon Best Sellers,Trending based on category growth and social media signals.,83,162,122.5,122.5,"""Medium Trend"""
PROD-2025-0159,Swift Digital Planners Bundle,Digital Goods,Digital Planners,19171,3048189,$133-$185,88.8,Shopify Trending List,Trending based on category growth and social media signals.,133,185,159,159,"""Medium Trend"""
PROD-2025-0160,Luxe Organic Makeup Perfume,Beauty & Skincare,Organic Makeup,55975,4114162.5,$70-$77,86,Amazon Best Sellers,Trending based on category growth and social media signals.,70,77,73.5,73.5,"""Medium Trend"""
PROD-2025-0161,Organic Solar Powered Gadgets Straws,Eco-Friendly,Solar Powered Gadgets,47769,6520468.5,$134-$139,80.9,Shopify Trending List,Trending based on category growth and social media signals.,134,139,136.5,136.5,"""Medium Trend"""
PROD-2025-0162,Portable Organic Makeup Mask,Beauty & Skincare,Organic Makeup,61469,2796839.5,$32-$59,71.6,Google Trends Breakout,Trending based on category growth and social media signals.,32,59,45.5,45.5,"""Low Trend"""
PROD-2025-0163,Ultra Recovery Tools Scale,Fitness,Recovery Tools,66834,6182145,$57-$128,85.3,Amazon Best Sellers,Trending based on category growth and social media signals.,57,128,92.5,92.5,"""Medium Trend"""
PROD-2025-0164,Ultra Smart Lighting Organizer,Home & Garden,Smart Lighting,98079,10396374,$77-$135,89,Amazon Best Sellers,Trending based on category growth and social media signals.,77,135,106,106,"""Medium Trend"""
PROD-2025-0165,Organic Pet Apparel Leash,Pet,Pet Apparel,17871,679098,$18-$58,71.5,Amazon Best Sellers,Trending based on category growth and social media signals.,18,58,38,38,"""Low Trend"""
PROD-2025-0166,Nano Digital Planners Tool,Digital Goods,Digital Planners,87302,3142872,$10-$62,74.1,Amazon Best Sellers,Trending based on category growth and social media signals.,10,62,36,36,"""Low Trend"""
PROD-2025-0167,Portable E-books Template,Digital Goods,E-books,80824,4243260,$47-$58,70.1,Shopify Trending List,Trending based on category growth and social media signals.,47,58,52.5,52.5,"""Low Trend"""
PROD-2025-0168,Wireless Online Courses Tool,Digital Goods,Online Courses,236829,32445573,$91-$183,91.9,Instagram Shop Popular,Trending based on category growth and social media signals.,91,183,137,137,"""High Trend"""
PROD-2025-0169,Smart Indoor Plants Accessories Mug,Home & Garden,Indoor Plants Accessories,10209,387942,$28-$48,73.8,Google Trends Breakout,Trending based on category growth and social media signals.,28,48,38,38,"""Low Trend"""
PROD-2025-0170,Ultra Online Courses Guide,Digital Goods,Online Courses,41250,6022500,$142-$150,73.1,Google Trends Breakout,Trending based on category growth and social media signals.,142,150,146,146,"""Low Trend"""
PROD-2025-0171,Luxe Fragrances Oil,Beauty & Skincare,Fragrances,37811,4820902.5,$101-$154,87.5,Google Trends Breakout,Trending based on category growth and social media signals.,101,154,127.5,127.5,"""Medium Trend"""
PROD-2025-0172,Zen Kitchen Gadgets Planter,Home & Garden,Kitchen Gadgets,65453,8279804.5,$79-$174,85.1,Instagram Shop Popular,Trending based on category growth and social media signals.,79,174,126.5,126.5,"""Medium Trend"""
PROD-2025-0173,Wireless Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,14560,2111200,$126-$164,70.9,Shopify Trending List,Trending based on category growth and social media signals.,126,164,145,145,"""Low Trend"""
PROD-2025-0174,Minimalist Fragrances Dryer,Beauty & Skincare,Fragrances,122750,10249625,$36-$131,94.2,Amazon Best Sellers,Trending based on category growth and social media signals.,36,131,83.5,83.5,"""High Trend"""
PROD-2025-0175,Portable Portable Audio Case,Electronics,Portable Audio,62924,10885852,$145-$201,74.1,Amazon Best Sellers,Trending based on category growth and social media signals.,145,201,173,173,"""Low Trend"""
PROD-2025-0176,Eco Organic Pet Food Collar,Pet,Organic Pet Food,94942,4984455,$15-$90,87.7,Google Trends Breakout,Trending based on category growth and social media signals.,15,90,52.5,52.5,"""Medium Trend"""
PROD-2025-0177,Ultra Home Gym Equipment Bottle,Fitness,Home Gym Equipment,78871,10884198,$135-$141,73,Shopify Trending List,Trending based on category growth and social media signals.,135,141,138,138,"""Low Trend"""
PROD-2025-0178,Sustainable Digital Planners App,Digital Goods,Digital Planners,66020,5842770,$83-$94,72.6,Amazon Best Sellers,Trending based on category growth and social media signals.,83,94,88.5,88.5,"""Low Trend"""
PROD-2025-0179,Wireless Athleisure Jacket,Fashion,Athleisure,73624,3718012,$40-$61,80.5,Amazon Best Sellers,Trending based on category growth and social media signals.,40,61,50.5,50.5,"""Medium Trend"""
PROD-2025-0180,Minimalist SaaS Subscriptions Asset,Digital Goods,SaaS Subscriptions,52116,4325628,$69-$97,82.1,Instagram Shop Popular,Trending based on category growth and social media signals.,69,97,83,83,"""Medium Trend"""
PROD-2025-0181,Premium Menswear Sunglasses,Fashion,Menswear,10491,1626105,$130-$180,74,Google Trends Breakout,Trending based on category growth and social media signals.,130,180,155,155,"""Low Trend"""
PROD-2025-0182,Nano Eco-friendly Cleaning Diffuser,Home & Garden,Eco-friendly Cleaning,49901,9456239.5,$147-$232,86.6,Amazon Best Sellers,Trending based on category growth and social media signals.,147,232,189.5,189.5,"""Medium Trend"""
PROD-2025-0183,Swift Reusable Packaging Kit,Eco-Friendly,Reusable Packaging,39086,2442875,$46-$79,70.9,Amazon Best Sellers,Trending based on category growth and social media signals.,46,79,62.5,62.5,"""Low Trend"""
PROD-2025-0184,Ultra Womenswear Hoodie,Fashion,Womenswear,70472,9936552,$100-$182,89.3,Amazon Best Sellers,Trending based on category growth and social media signals.,100,182,141,141,"""Medium Trend"""
PROD-2025-0185,Pro Korean Skincare Lotion,Beauty & Skincare,Korean Skincare,16535,2538122.5,$135-$172,77.8,Shopify Trending List,Trending based on category growth and social media signals.,135,172,153.5,153.5,"""Medium Trend"""
PROD-2025-0186,Organic Biodegradable Products Bottle,Eco-Friendly,Biodegradable Products,82130,11785655,$96-$191,80.6,Instagram Shop Popular,Trending based on category growth and social media signals.,96,191,143.5,143.5,"""Medium Trend"""
PROD-2025-0187,Minimalist Smart Lighting Blender,Home & Garden,Smart Lighting,43539,1349709,$17-$45,77.3,Shopify Trending List,Trending based on category growth and social media signals.,17,45,31,31,"""Medium Trend"""
PROD-2025-0188,Organic Activewear Band,Fitness,Activewear,348358,56259817,$136-$187,90.7,Instagram Shop Popular,Trending based on category growth and social media signals.,136,187,161.5,161.5,"""High Trend"""
PROD-2025-0189,Premium Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,86143,5168580,$28-$92,74.8,Google Trends Breakout,Trending based on category growth and social media signals.,28,92,60,60,"""Low Trend"""
PROD-2025-0190,Nano Eco-friendly Diapers Crib,Baby,Eco-friendly Diapers,58251,1864032,$10-$54,87.1,Shopify Trending List,Trending based on category growth and social media signals.,10,54,32,32,"""Medium Trend"""
PROD-2025-0191,Ultra Smart Fitness Trackers Bottle,Fitness,Smart Fitness Trackers,79734,13913583,$144-$205,70.5,Amazon Best Sellers,Trending based on category growth and social media signals.,144,205,174.5,174.5,"""Low Trend"""
PROD-2025-0192,Ergonomic Organic Pet Food Leash,Pet,Organic Pet Food,109179,7806298.5,$33-$110,94.8,Instagram Shop Popular,Trending based on category growth and social media signals.,33,110,71.5,71.5,"""High Trend"""
PROD-2025-0193,Zen Home Gym Equipment Bench,Fitness,Home Gym Equipment,98425,6249987.5,$28-$99,73.4,Google Trends Breakout,Trending based on category growth and social media signals.,28,99,63.5,63.5,"""Low Trend"""
PROD-2025-0194,Aura Eco-friendly Cleaning Vacuum,Home & Garden,Eco-friendly Cleaning,51762,7143156,$119-$157,75.6,Instagram Shop Popular,Trending based on category growth and social media signals.,119,157,138,138,"""Medium Trend"""
PROD-2025-0195,Premium Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,68410,7046230,$97-$109,72.1,Amazon Best Sellers,Trending based on category growth and social media signals.,97,109,103,103,"""Low Trend"""
PROD-2025-0196,Minimalist Accessories Scarf,Fashion,Accessories,96778,10306857,$86-$127,82.1,Google Trends Breakout,Trending based on category growth and social media signals.,86,127,106.5,106.5,"""Medium Trend"""
PROD-2025-0197,Wireless Smart Baby Monitors Bib,Baby,Smart Baby Monitors,21359,1975707.5,$80-$105,74.1,Amazon Best Sellers,Trending based on category growth and social media signals.,80,105,92.5,92.5,"""Low Trend"""
PROD-2025-0198,Zen Digital Planners Masterclass,Digital Goods,Digital Planners,319609,31801095.5,$71-$128,93,Amazon Best Sellers,Trending based on category growth and social media signals.,71,128,99.5,99.5,"""High Trend"""
PROD-2025-0199,Ergonomic Kitchen Gadgets Planter,Home & Garden,Kitchen Gadgets,71564,1252370,$10-$25,70.1,Instagram Shop Popular,Trending based on category growth and social media signals.,10,25,17.5,17.5,"""Low Trend"""
PROD-2025-0200,Swift Charging Solutions Earbuds,Electronics,Charging Solutions,42535,3764347.5,$70-$107,85.1,Amazon Best Sellers,Trending based on category growth and social media signals.,70,107,88.5,88.5,"""Medium Trend"""
PROD-2025-0201,Sustainable Korean Skincare Lotion,Beauty & Skincare,Korean Skincare,200881,24206160.5,$94-$147,90.4,Google Trends Breakout,Trending based on category growth and social media signals.,94,147,120.5,120.5,"""High Trend"""
PROD-2025-0202,Sustainable Sustainable Apparel Dress,Fashion,Sustainable Apparel,55542,7775880,$119-$161,75.7,Google Trends Breakout,Trending based on category growth and social media signals.,119,161,140,140,"""Medium Trend"""
PROD-2025-0203,Luxe Hair Care Tools Dryer,Beauty & Skincare,Hair Care Tools,46997,3125300.5,$18-$115,82.2,Instagram Shop Popular,Trending based on category growth and social media signals.,18,115,66.5,66.5,"""Medium Trend"""
PROD-2025-0204,Vital Smart Lighting Organizer,Home & Garden,Smart Lighting,27956,2110678,$51-$100,71.3,Instagram Shop Popular,Trending based on category growth and social media signals.,51,100,75.5,75.5,"""Low Trend"""
PROD-2025-0205,Ergonomic Korean Skincare Lipstick,Beauty & Skincare,Korean Skincare,94415,11235385,$75-$163,73.3,Instagram Shop Popular,Trending based on category growth and social media signals.,75,163,119,119,"""Low Trend"""
PROD-2025-0206,Aura Eco-friendly Cleaning Planter,Home & Garden,Eco-friendly Cleaning,95305,16487765,$148-$198,89.2,Amazon Best Sellers,Trending based on category growth and social media signals.,148,198,173,173,"""Medium Trend"""
PROD-2025-0207,Organic Home Gym Equipment Dumbbell,Fitness,Home Gym Equipment,47480,3371080,$56-$86,72.1,Google Trends Breakout,Trending based on category growth and social media signals.,56,86,71,71,"""Low Trend"""
